2026-04-25	Salesforce	https://careers.salesforce.com/en/jobs/jr308796/summer-2026-intern-software-engineer/	Summer 2026 Intern - Software Engineer	already tracked (report_025)
2026-04-25	Salesforce	https://careers.salesforce.com/en/jobs/jr313214/summer-2026-intern-ai-research/	Summer 2026 Intern - AI Research	skipped — PhD/MS required, not for undergrad
2026-04-25	Salesforce	https://careers.salesforce.com/en/jobs/jr326900/summer-2026-intern-software-engineering/	Summer 2026 Intern - Software Engineering (Dublin)	skipped — international (Ireland)
2026-04-25	Salesforce	https://careers.salesforce.com/en/jobs/jr326948/summer-2026-intern-solution-engineer/	Summer 2026 Intern - Solution Engineer	skipped — consulting/sales engineering role
2026-04-25	ServiceNow	https://careers.servicenow.com/jobs/744000080670612/machine-learning-engineer-intern-summer-2026/	Machine Learning Engineer Intern - Summer 2026	already tracked (report_072)
2026-04-25	ServiceNow	https://careers.servicenow.com/jobs/744000079993731/utg-software-engineer-internships-summer-2026/	UTG - Software Engineer Internships - Summer 2026	already tracked (report_018)
2026-04-25	Waymo	https://careers.withwaymo.com/jobs/2026-summer-intern-bs-ms-software-engineer-multiverse-mountain-view-california-united-states	2026 Summer Intern BS/MS Software Engineer Multiverse	already tracked (report_015 — multiple teams noted)
2026-04-25	Waymo	https://careers.withwaymo.com/jobs/2026-summer-intern-bs-ms-software-engineer-sqr-san-francisco-california-united-states	2026 Summer Intern BS/MS Software Engineer SQR	already tracked (report_015 — multiple teams noted)
2026-04-25	Waymo	https://app.joinrunway.io/explore/job/cmh0zoule0022ju05i5t6ak40	2026 Summer Intern BS/MS Software Engineering Fleet Response	already tracked (report_015 — multiple teams noted)
2026-04-25	Two Sigma	https://careers.twosigma.com/careers/JobDetail/New-York-New-York-United-States-Product-Capital-Strategy-Intern-Summer-2026/13652	Product & Capital Strategy Intern Summer 2026	already tracked (report_088)
2026-04-25	Two Sigma	https://careers.twosigma.com/careers/JobDetail/New-York-New-York-United-States-Data-Scientist-Internship-Summer-2026/13585	Data Scientist Internship Summer 2026	already tracked (report_075)
2026-04-25	The Voleon Group	https://jobs.lever.co/voleon/100b2cb6-f9cc-42c3-add9-db143a76f0f0	Software Engineer Intern Summer 2026	NEW — report_097 (3.8/5)
2026-04-25	Dex (YC W25)	https://www.ycombinator.com/companies/joindex/jobs/jgOpS9K-2026-summer-ai-ml-engineer-intern	2026 Summer AI/ML Engineer Intern	NEW — report_098 (3.7/5)
2026-04-25	Cloudglue (YC S24)	https://www.ycombinator.com/companies/cloudglue/jobs/yPXR95r-summer-2026-full-stack-ai-engineer-intern	Summer 2026 Full-Stack AI Engineer Intern	NEW — report_099 (3.6/5)
2026-04-25	Adobe	https://careers.adobe.com/us/en/job/R158493/2026-AI-ML-Intern-Machine-Learning-Engineer	2026 AI/ML Intern - Machine Learning Engineer	skipped — Masters/PhD required
2026-04-25	Atlassian	https://join.atlassian.com/atlassian-talent-community/jobs/20962	Data Science Intern 2026 Summer US	skipped — Masters required, graduating June 2027 or earlier
2026-04-25	Crustdata	https://www.ycombinator.com/companies/crustdata/jobs/NS9hTSC-ml-engineer-intern-summer-2026	ML Engineer Intern Summer 2026	skipped — Masters/PhD preferred, research profile required
2026-04-25	Pendo	https://job-boards.greenhouse.io/pendo/jobs/8185867002	Software Engineer Intern Summer 2026	NEW — report_100 (3.1/5, SKIP — $30/hr below target)
